redirecting_url,http_status,final_url,final_status,hops,total_links_in,pages_linking,content_links,top_anchor
https://www.gjel.com/insurance/state-farm,301,https://www.gjel.com/blog,200,1,4,4,0,State Farm
https://www.gjel.com/blog/11m-wrongful-death-case,301,https://www.gjel.com/blog,200,1,4,4,1,$11.7 Million Jury Award for Wrongful Death Case in Contra Costa County Road Accident
https://www.gjel.com/oakland/wrongful-death-attorney,301,https://www.gjel.com/oakland/wrongful-death-lawyers,200,1,4,4,0,Oakland Wrongful Death Office
https://www.gjel.com/insurance/lawsuits,301,https://www.gjel.com/blog,200,1,3,3,1,Personal Injury Lawsuits against California Insurance Companies
http://www.gjel.com/,301,https://www.gjel.com/,200,1,3,3,0,[empty]
https://www.gjel.com/blog/bicycle-accident-112k-settlement-in-brentwood,301,https://www.gjel.com/blog,200,1,3,3,1,Bicycle Accident in Brentwood: Securing Compensation After a Serious Collision
https://www.gjel.com/blog/fatal-hit-and-run-bicycle-accident,301,https://www.gjel.com/blog,200,1,3,3,1,Fatal Hit-and-Run Bicycle Accident in San Joaquin County
https://www.gjel.com/blog/fatal-bicycle-accident-linda-yuba-county,301,https://www.gjel.com/blog,200,1,3,3,1,Fatal Bicycle Accident in Linda Highlights Road Safety Concerns for Cyclists
https://www.gjel.com/news/what-does-litigation-mean-in-a-personal-injury-case,301,https://www.gjel.com/blog,200,1,3,3,0,What does litigation mean in a personal injury case?
https://www.gjel.com/fresno/wrongful-death-lawyer,301,https://www.gjel.com/fresno/fresno-wrongful-death-lawyers,200,1,3,3,0,Fresno wrongful death lawyer
https://www.gjel.com/blog/motorcycle-accident-830k-settlement,301,https://www.gjel.com/blog,200,1,3,3,1,"$830,000 Settlement Secured for Severely Injured Motorcyclist in Santa Clara Collision"
https://www.gjel.com/blog/motorcycle-accident-settlement-250k-in-dublin,301,https://www.gjel.com/blog,200,1,3,3,1,"Motorcyclist Receives $250,000 Settlement After I-580 Collision"
https://www.gjel.com/blog/motorcyclist-major-injuries-in-morgan-hill-motorcycle-accident,301,https://www.gjel.com/blog,200,1,3,3,1,Motorcyclist Suffers Major Injuries in Morgan Hill Motorcycle Accident on Dewitt Avenue
https://www.gjel.com/blog/deadly-motorcycle-crash-in-oakland,301,https://www.gjel.com/blog,200,1,3,3,1,Deadly Motorcycle Crash on I-880 Near Oakland Coliseum Causes Major Traffic Delays
https://www.gjel.com/blog/motorcycle-accident-leaves-rider-with-injuries,301,https://www.gjel.com/blog,200,1,3,3,1,Solo Motorcycle Accident on I-80 Connector in Roseville Leaves Rider with Minor Injuries
https://www.gjel.com/blog/man-injured-in-multi-vehicle-and-motorcycle-collision,301,https://www.gjel.com/blog,200,1,3,3,1,Man Injured in Multi-Vehicle and Motorcycle Collision on I-680 Near Mission Grade
https://www.gjel.com/blog/oakland-bicyclist-wrongful-death-settlement,301,https://www.gjel.com/blog,200,1,3,3,1,"$500,000 Settlement in Wrongful Death of Oakland Bicyclist"
https://www.gjel.com/richmond/brain-injury-lawyers-gjel,301,https://www.gjel.com/richmond/brain-injury-lawyers,200,1,2,2,1,Richmond brain injury lawyers
https://www.gjel.com/gjel.com/blog/bicycle-accident-settlement-in-santa-clara-county,301,https://www.gjel.com/archives/bicycle-accident-settlement-in-santa-clara-county,200,1,2,2,2,$100K bicycle settlement with facial and rib fractures Example of policy limits and medical documentation.
https://www.gjel.com/slip-fall-lawyers,301,https://www.gjel.com/practice,200,1,2,2,0,CALIFORNIA SLIP AND FALL ACCIDENT LAWYER TO WIN YOUR CASE
https://www.gjel.com/slip-fall-lawyers/store-injury,301,https://www.gjel.com/practice,200,1,2,2,0,STORE INJURY SETTLEMENTS – WHAT TO DO IF YOU SLIP AND FALL IN A STORE
https://www.gjel.com/can-medicare-take-entire-recovery,301,https://www.gjel.com/berkeley/wrongful-death-attorneys,200,1,2,2,0,Can Medicare take my entire personal injury recovery settlement?
https://www.gjel.com/car-accident-lawyers/how-much-will-my-personal-injury-lawyer-charge-in-an-auto-accident,301,https://www.gjel.com/contingency-fee,200,1,2,2,0,How Much Do Car Accident Lawyers Charge In California?
https://www.gjel.com/car-accident-lawyers/accident-dont-have-insurance,301,https://www.gjel.com/car-accident-lawyers,200,1,2,2,0,What Happens If You Have a Car Accident Without Insurance?
https://www.gjel.com/mock-trial-scholarship,301,https://www.gjel.com/mocktrial,200,1,2,2,0,Mock Trial ScholarshipS
https://www.gjel.com/oakland/car-accident,301,https://www.gjel.com/oakland,200,1,2,2,0,Oakland Car Accident Lawyers That Fight For You
https://www.gjel.com/san-francisco-2,301,https://www.gjel.com/san-francisco,200,1,2,2,0,San Francisco Car Accident Attorneys & Personal Injury Attorneys
https://www.gjel.com/san-francisco/rear-end-accidents,301,https://www.gjel.com/car-accident-lawyers/rear-end-car-accidents,200,1,2,2,0,Rear-End Car Accidents in San Francisco: Understanding Your Injury Rights
https://www.gjel.com/san-francisco/link-between-speeding-car-accidents,301,https://www.gjel.com/,200,1,2,2,0,The Link Between Speeding and Car Accidents in San Francisco
https://www.gjel.com/san-jose/car-accident,301,https://www.gjel.com/san-jose,200,1,2,2,0,San Jose Car Accident Lawyer | GJEL Accident Attorneys
https://www.gjel.com/san-jose/car-accident/fatal-car-accidents,301,https://www.gjel.com/san-jose,200,1,2,2,0,Fatal Car Accidents in San Jose
https://www.gjel.com/sexual-assault-on-college-campuses,301,https://www.gjel.com/sexual-assault-on-college-campuses,LOOP,1,2,2,0,Sexual Assault on College Campuses
https://www.gjel.com/spinal-cord-injury-attorney,301,https://www.gjel.com/verdicts/traumatic-brain-injury-and-spinal-cord-injury-settlement,200,1,2,2,0,Spinal Cord Injury Attorneys
https://www.gjel.com/stockton/stockton-car-accident-attorneys,301,https://www.gjel.com/stockton,200,1,2,2,0,Stockton Car Accident Attorneys
https://www.gjel.com/california-personal-injury-law-firm,301,https://www.gjel.com/personal-injury-attorneys,200,1,2,2,0,Top-Rated California Accident Attorneys with a 99% Success Rate
https://www.gjel.com/blog/yolo-county-dump-truck-accident-claims-one-life,301,https://www.gjel.com/blog,200,1,2,2,0,Yolo County Dump Truck Accident Claims One Life Near Central Landfill
https://www.gjel.com/blog/clovis-electric-scooter-rider-severely-injured,301,https://www.gjel.com/blog,200,1,2,2,0,Clovis Scooter Accident: Electric Scooter Rider Severely Injured in Multi-Vehicle Collision
https://www.gjel.com/blog/person-airlifted-after-severe-head-on-collision,301,https://www.gjel.com/blog,200,1,2,2,0,Person Airlifted After Severe Head-On Collision at Warren Road and South Burson Road
https://www.gjel.com/blog/fatal-pedestrian-accident-in-hickman-claims-life,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Pedestrian Accident on Lake Road in Hickman Claims Life of Modesto Man
https://www.gjel.com/blog/parents-dead-2-kids-injured-in-highway-50-tree-crash,301,https://www.gjel.com/blog,200,1,2,2,0,"Parents Dead, 2 Kids Injured After Highway 50 Tree Crash Near Kyburz"
https://www.gjel.com/blog/pedestrian-accident-hospitalizes-man,301,https://www.gjel.com/blog,200,1,2,2,0,Pedestrian Accident Hospitalizes Man Near Villa and Shaw in Clovis
https://www.gjel.com/blog/watt-avenue-pedestrian-struck-by-suv-on-sidewalk,301,https://www.gjel.com/blog,200,1,2,2,0,Pedestrian Accident on Watt Avenue: Pedestrian Struck by SUV on Sidewalk in North Highlands
https://www.gjel.com/blog/multi-vehicle-bridge-accident-shuts-down-sr-160,301,https://www.gjel.com/blog,200,1,2,2,0,"Multi-Vehicle Bridge Accident Shuts Down SR-160 Near Antioch, Causing Major Traffic Delays"
https://www.gjel.com/blog/fresno-traffic-multi-vehicle-crash-involving-electric-scooter-rider,301,https://www.gjel.com/blog,200,1,2,2,0,Serious Injuries Reported After Fresno Traffic Multi-Vehicle Crash Involving Electric Scooter Rider
https://www.gjel.com/blog/rancho-cordova-car-accident-sends-victim-to-hospital-on-coloma-road,301,https://www.gjel.com/blog,200,1,2,2,0,Rancho Cordova Car Accident Sends Victim to Hospital on Coloma Road
https://www.gjel.com/blog/traffic-collision-leaves-san-francisco-resident-injured,301,https://www.gjel.com/blog,200,1,2,2,0,Multi-Vehicle Collision at Geneva and San Jose Avenue Intersection Leaves San Francisco Resident Injured
https://www.gjel.com/blog/fatal-traffic-collision-in-alturas-auction-yard-claims-lives,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Traffic Collision Near Alturas Auction Yard Claims Lives
https://www.gjel.com/blog/head-on-collision-leaves-victims-with-major-injuries,301,https://www.gjel.com/blog,200,1,2,2,0,Head-On Collision on State Route 165 Near Hilmar Leaves Victims With Major Injuries
https://www.gjel.com/blog/minor-injuries-after-suv-strikes-in-a-pedestrian-accident,301,https://www.gjel.com/blog,200,1,2,2,0,Minor Injuries Reported After SUV Strikes Pedestrian on Luther Road in Auburn
https://www.gjel.com/blog/fatal-train-accident-in-west-berkeley-claims-life-of-man-in-his-30s,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Train Accident in West Berkeley Claims Life of Man in His 30s
https://www.gjel.com/blog/fatal-crash-leaves-one-dead-multiple-injured,301,https://www.gjel.com/blog,200,1,2,2,0,"Fatal Crash On Highway 99 Near Highway 180 Leaves One Dead, Multiple Injured in Fresno"
https://www.gjel.com/blog/7-year-old-boy-suffers-major-injuries-in-el-dorado-county-off-road-motorcycle-crash,301,https://www.gjel.com/blog,200,1,2,2,0,7-Year-Old Boy Suffers Major Injuries in El Dorado County Off-Road Motorcycle Crash
https://www.gjel.com/blog/early-morning-traffic-collision-prompts-emergency-response,301,https://www.gjel.com/blog,200,1,2,2,0,Early Morning Traffic Collision on US-101 North in King City Prompts Emergency Response
https://www.gjel.com/blog/bicycle-accident-in-boyes-leaves-cyclist-injured,301,https://www.gjel.com/blog,200,1,2,2,0,Bicycle Accident at Greger Street and Northside Avenue in Boyes Hot Springs Leaves Cyclist Injured
https://www.gjel.com/blog/94-year-old-man-critically-injured-in-semi-truck-collision,301,https://www.gjel.com/blog,200,1,2,2,0,94-Year-Old Man Critically Injured in Semi-Truck Collision at Highway 99 and Highway 20 in Yuba City
https://www.gjel.com/blog/two-dead-including-child-in-multi-vehicle-crash,301,https://www.gjel.com/blog,200,1,2,2,0,Two Dead Including Child in Multi-Vehicle Crash on Highway 87 Near Curtner Avenue in San Jose
https://www.gjel.com/blog/pedestrian-fatally-struck-on-interstate-880,301,https://www.gjel.com/blog,200,1,2,2,0,Pedestrian Killed While Crossing Interstate 880 in Oakland Monday Morning
https://www.gjel.com/blog/injuries-reported-after-traffic-accident-in-fremont,301,https://www.gjel.com/blog,200,1,2,2,0,Injuries Reported After Traffic Accident on I-880 North Near Mission Boulevard in Fremont
https://www.gjel.com/blog/17-year-old-arrested-in-fatal-hit-and-run-crash-in-rohnert-park,301,https://www.gjel.com/blog,200,1,2,2,0,17-Year-Old Arrested in Fatal Hit-and-Run Crash in Rohnert Park
https://www.gjel.com/blog/fatal-motorcycle-accident-closes-interstate-80,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Motorcycle Accident Closes Interstate 80 in Berkeley Sunday Afternoon
https://www.gjel.com/blog/granite-bay-man-killed-in-head-on-crash,301,https://www.gjel.com/blog,200,1,2,2,0,Granite Bay Man Killed in Head-On Crash on Eureka Road; CHP Investigating Fatal Collision
https://www.gjel.com/blog/livermore-traffic-accident-with-injuries,301,https://www.gjel.com/blog,200,1,2,2,0,Livermore Traffic Accident with Injuries on I-580 Westbound Near N Flynn Road
https://www.gjel.com/blog/a-storefront-crash-into-los-gatos-coffee-shop-on-thanksgiving-evening,301,https://www.gjel.com/blog,200,1,2,2,0,A Storefront Crash Into Los Gatos Coffee Shop on Thanksgiving Evening
https://www.gjel.com/blog/fatal-head-on-big-rig-collision-closes-highway,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Head-On Big Rig Collision Closes Highway 20 in Northern California
https://www.gjel.com/blog/drunk-driver-suspected-in-second-collision-killed-disabled-motorist,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Highway 99 Crash in Stockton: Drunk Driver Suspected in Second Collision That Killed Disabled Motorist
https://www.gjel.com/blog/three-vehicle-crash-leaves-community-shaken,301,https://www.gjel.com/blog,200,1,2,2,0,Three-Vehicle Crash on Golden State Boulevard in Turlock Leaves Community Shaken
https://www.gjel.com/blog/motorcycle-accident-in-butte-county,301,https://www.gjel.com/blog,200,1,2,2,0,Motorcycle Accident on Highway 162 in Butte County: What We Know About the November 11th Collision
https://www.gjel.com/blog/traffic-collision-injures-motorist-in-pleasanton,301,https://www.gjel.com/blog,200,1,2,2,0,Traffic Collision Injures Motorist on Southbound I-680 Near Sunol Boulevard in Pleasanton
https://www.gjel.com/blog/fatal-two-vehicle-accident-in-woodland-claims-life,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Two-Vehicle Accident on County Road 102 in Woodland Claims Life
https://www.gjel.com/blog/fatal-early-morning-crash-claims-life-of-fresno-woman,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Early Morning Crash Claims Life of Fresno Woman at Cedar and McKinley Intersection
https://www.gjel.com/blog/traffic-collision-causes-injuries-and-lane-closures,301,https://www.gjel.com/blog,200,1,2,2,0,Traffic Collision Causes Injuries and Lane Closures on CA-4 Eastbound Near CA-242 in Concord
https://www.gjel.com/blog/major-big-rig-accidents-causes-traffic-delays,301,https://www.gjel.com/blog,200,1,2,2,0,Major Big Rig Accidents on Interstate 80 Near Alta Cause Extended Traffic Delays and Hazardous Road Conditions
https://www.gjel.com/blog/fatal-crash-claims-life-of-man-in-rear-end-collision,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Crash Claims Life of Parlier Man in Rear-End Collision with Semi-Tractor on American Avenue
https://www.gjel.com/blog/five-injured-in-manteca-three-vehicle-collision-involving-motorcycle,301,https://www.gjel.com/blog,200,1,2,2,0,Five Injured in Manteca Three-Vehicle Collision Involving Motorcycle
https://www.gjel.com/blog/family-dog-dies-person-injured-in-valley-springs-single-car-accident,301,https://www.gjel.com/blog,200,1,2,2,0,"Family Dog Dies, Person Injured in Valley Springs Single-Car Accident"
https://www.gjel.com/blog/fatal-pedestrian-accident-claims-life-of-34-year-old-man,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Pedestrian Accident on Herndon Avenue in Northwest Fresno Claims Life of 34-Year-Old Man
https://www.gjel.com/blog/luke-ellis-named-to-motor-vehicle-trial-lawyers-association-top-25-recognition-among-nations-elite-trial-attorneys,301,https://www.gjel.com/blog,200,1,2,2,0,Luke Ellis Named to Motor Vehicle Trial Lawyers Association Top 25: Recognition Among Nation’s Elite Trial Attorneys
https://www.gjel.com/blog/passenger-injured-after-utility-pole-crash-in-chico,301,https://www.gjel.com/blog,200,1,2,2,0,Passenger Injured After Utility Pole Crash SUV Windshield in Highway 99 Crash in Chico
https://www.gjel.com/blog/freeway-crash-stalls-traffic-in-sacramento,301,https://www.gjel.com/blog,200,1,2,2,0,"Capital City Freeway Crash Stalls Traffic, Sends Up Black Smoke in Sacramento"
https://www.gjel.com/blog/deadly-crash-on-interstate-780-claimed-life,301,https://www.gjel.com/blog,200,1,2,2,0,Deadly Crash on Interstate 780 Near Vallejo 2nd Street Off-Ramp
https://www.gjel.com/blog/two-vehicle-crash-leaves-community-shaken,301,https://www.gjel.com/blog,200,1,2,2,0,Two-Vehicle Crash at Channel Street and Via Lacqua Leaves San Lorenzo Community Shaken
https://www.gjel.com/blog/head-on-collision-leaves-two-with-major-injuries,301,https://www.gjel.com/blog,200,1,2,2,0,Head-on Collision on Turner Road in Lodi Leaves Two with Major Injuries
https://www.gjel.com/blog/tanker-truck-crash-closes-prompts-emergency,301,https://www.gjel.com/blog,200,1,2,2,0,Tanker Truck Crash Closes Interstate 5 in Anderson Prompts Emergency
https://www.gjel.com/blog/antioch-highway-4-truck-accident,301,https://www.gjel.com/blog,200,1,2,2,0,Antioch Truck Accident: Multi-Vehicle Crash Involving Overturned Big Rig Causes Major Delays on Highway 4
https://www.gjel.com/blog/fatal-pedestrian-accident-in-sacramento-3,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Pedestrian Accident at Sheldon Road and Butterscotch Way in Sacramento
https://www.gjel.com/blog/two-dead-after-fatal-multi-vehicle-crash,301,https://www.gjel.com/blog,200,1,2,2,0,Two Dead After Hit-and-Run Triggers Fatal Multi-Vehicle Crash on Highway 101 in Santa Clara
https://www.gjel.com/blog/sausalito-car-accident-injures-multiple-people,301,https://www.gjel.com/blog,200,1,2,2,0,Sausalito Car Accident on US-101 Injures Multiple People Near Golden Gate Vista Point
https://www.gjel.com/blog/multi-vehicle-collision-on-bay-bridge-accident-leaves-eight-injured-one-critical,301,https://www.gjel.com/blog,200,1,2,2,0,"Multi-Vehicle Collision on Bay Bridge Accident Leaves Eight Injured, One Critical"
https://www.gjel.com/blog/pedestrian-major-injuries-in-dui-related-crash,301,https://www.gjel.com/blog,200,1,2,2,0,Pedestrian Suffers Major Injuries in DUI-Related Crash on Sunset Avenue in Fairfield
https://www.gjel.com/blog/fatal-pedestrian-accident-claims-life-of-55-year-old-man,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Pedestrian Accident on Decoto Road in Union City Claims Life of 55-Year-Old Man
https://www.gjel.com/blog/diesel-spill-shuts-down-highway-101-lanes,301,https://www.gjel.com/blog,200,1,2,2,0,Diesel Spill Shuts Down Highway 101 Lanes After SUV Collides with Semitruck in Santa Rosa
https://www.gjel.com/blog/a-rider-injured-in-an-e-bike-accident,301,https://www.gjel.com/blog,200,1,2,2,0,A Rider Injured in an E-bike Accident in Redwood City at Barron Avenue and Bay Road
https://www.gjel.com/blog/three-vehicle-crash-on-state-route-25-near-hollister-leaves-multiple-injured,301,https://www.gjel.com/blog,200,1,2,2,0,Three-Vehicle Crash on State Route 25 Near Hollister Leaves Multiple Injured
https://www.gjel.com/blog/fatal-head-on-crash-closes-highway,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Head-On Crash Closes Highway 395 Near Milford in Lassen County
https://www.gjel.com/blog/motorcycle-crash-leaves-rider-seriously-hurt,301,https://www.gjel.com/blog,200,1,2,2,0,Major Injury Motorcycle Crash in La Selva Beach Leaves Rider Seriously Hurt
https://www.gjel.com/blog/fatal-pedestrian-accident-in-downtown-san-rafael,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Pedestrian Accident at A and Second Streets in Downtown San Rafael
https://www.gjel.com/blog/pedestrian-suffers-traumatic-injuries-after-pickup-truck-collision,301,https://www.gjel.com/blog,200,1,2,2,0,Pedestrian Suffers Traumatic Injuries After Pickup Truck Collision on Bechelli Lane in Redding
https://www.gjel.com/blog/school-bus-accident-carrying-students-with-disabilities,301,https://www.gjel.com/blog,200,1,2,2,0,Del Paso Heights School Bus Accident: Vehicle Strikes Bus Carrying Students with Disabilities
https://www.gjel.com/blog/fatal-dui-crash-claims-one-life-injures-two-others,301,https://www.gjel.com/blog,200,1,2,2,0,"Fatal DUI Crash on Lakeville Highway Claims One Life, Injures Two Others"
https://www.gjel.com/blog/fatal-pedestrian-accident-on-ocean-avenue,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Pedestrian Accident on Ocean Avenue Near City College of San Francisco
https://www.gjel.com/blog/fatal-van-crash-at-wharf-claims-drivers-life,301,https://www.gjel.com/blog,200,1,2,2,0,Fatal Van Crash at Santa Cruz Wharf Claims Driver’s Life as Vehicle Plunges Into Monterey Bay
