anchor_text,n_destinations,total_links,destination,links_with_this_anchor,example_source
español,1080,1080,https://www.gjel.com/es/antioch/abogados-de-muerte-por-negligencia-antioch,1,https://www.gjel.com/antioch/wrongful-death-lawyers-antioch
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-100k-para-peaton-en-san-diego,1,https://www.gjel.com/archives/100k-pedestrian-settlement-in-san-diego
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-737k-por-accidente-de-bicicleta-en-contra-costa,1,https://www.gjel.com/archives/737k-bike-accident-settlement-in-contra-costa
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-420k-por-accidente-de-auto-en-monterey,1,https://www.gjel.com/archives/420k-car-crash-settlement-in-monterey
español,1080,1080,https://www.gjel.com/es/archives/15-consejos-de-seguridad-para-el-regreso-a-clases-para-ninos-y-conductores,1,https://www.gjel.com/archives/15-back-to-school-safety-tips-for-kids-and-drivers
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-100k-por-accidente-de-bicicleta-en-union-city,1,https://www.gjel.com/archives/100k-bike-accident-settlement-in-union-city
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-400k-por-lesion-de-rodilla-en-motocicleta,1,https://www.gjel.com/archives/400k-motorcycle-knee-injury-settlement
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-1m-por-colision-con-camion-semi,1,https://www.gjel.com/archives/1m-semi-truck-collision-settlement
español,1080,1080,https://www.gjel.com/es/archives/abogado-y-profesor-estadounidense-peter-erlinder-arrestado-en-ruanda-por-cargos-de-negacion-de-genocidio,1,https://www.gjel.com/archives/american-lawyer-and-professor-peter-erlinder-arrested-in-rwanda-on-genocide-denial-charges
español,1080,1080,https://www.gjel.com/es/archives/bart-de-berkeley-reabre-tras-colision-en-las-vias,1,https://www.gjel.com/archives/berkeley-bart-reopens-after-track-collision
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-bicicleta-en-north-highlands,1,https://www.gjel.com/archives/bicycle-accident-in-north-highlands
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-212k-por-accidente-de-bicicleta-en-napa,1,https://www.gjel.com/archives/212k-bicycle-accident-settlement-in-napa
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-bicicleta-en-santa-clara-acuerdo-de-100k,1,https://www.gjel.com/archives/bike-accident-in-santa-clara-100k-settlement
español,1080,1080,https://www.gjel.com/es/archives/compra-una-bicicleta-y-recibe-un-casco-desde-ahora-hasta-el-31-de-agosto-en-tiendas-de-bicicletas-locales-seleccionadas,1,https://www.gjel.com/archives/buy-a-bike-get-a-helmet-now-through-august-31st-at-select-local-bike-shops
español,1080,1080,https://www.gjel.com/es/archives/resultados-de-encuesta-sobre-seguridad-de-cascos-de-bicicleta-las-leyes-de-cascos-deben-cubrir-a-los-ninos,1,https://www.gjel.com/archives/bike-helmet-safety-survey-results-helmet-laws-should-cover-children
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-por-accidente-de-bicicleta-en-el-condado-de-santa-clara,1,https://www.gjel.com/archives/bicycle-accident-settlement-in-santa-clara-county
español,1080,1080,https://www.gjel.com/es/archives/los-carriles-para-bicicletas-verde-brillante-ayudan-a-aumentar-la-conciencia-de-los-conductores-sobre-los-ciclistas-y-mejoran-la-seguridad-de-los-ciclistas,1,https://www.gjel.com/archives/bright-green-bike-lanes-help-increase-driver-awareness-of-cyclists-boost-biker-safety
español,1080,1080,https://www.gjel.com/es/archives/demandas-por-el-derrame-de-petroleo-de-bp-enviadas-a-nueva-orleans,1,https://www.gjel.com/archives/bp-oil-spill-lawsuits-sent-to-new-orleans
español,1080,1080,https://www.gjel.com/es/archives/legisladores-de-california-se-toman-en-serio-la-seguridad-en-bicicleta,1,https://www.gjel.com/archives/california-lawmakers-get-serious-about-bike-safety
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-195k-por-accidente-de-auto-en-pleasanton,1,https://www.gjel.com/archives/car-accident-195k-settlement-in-pleasanton
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-275k-por-accidente-de-auto-en-fremont,1,https://www.gjel.com/archives/car-accident-settlement-275k-in-fremont
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-100k-por-accidente-de-auto-en-contra-costa,1,https://www.gjel.com/archives/contra-costa-car-accident-100k-settlement
español,1080,1080,https://www.gjel.com/es/archives/implantes-de-cadera-depuy-culpados-por-cirugias-de-cadera-defectuosas-en-california,1,https://www.gjel.com/archives/depuy-hip-implants-blamed-for-faulty-california-hip-surgeries
español,1080,1080,https://www.gjel.com/es/archives/tribunal-protege-a-google-maps-de-demandas-por-lesiones-a-peatones,1,https://www.gjel.com/archives/court-shields-google-maps-pedestrian-injury-lawsuits
español,1080,1080,https://www.gjel.com/es/archives/chp-multa-a-168-conductores-de-alameda-en-menos-de-4-horas-por-no-ceder-el-paso-a-peatones,1,https://www.gjel.com/archives/chp-tickets-168-alameda-drivers-in-less-than-4-hours-for-not-yielding-to-pedestrians
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-bicicleta-electrica-y-fuga,1,https://www.gjel.com/archives/electric-bike-hit-and-run-accident
español,1080,1080,https://www.gjel.com/es/archives/los-informes-de-lesiones-por-accidentes-de-bicicleta-mejoran-la-seguridad-o-asustan-a-los-posibles-ciclistas,1,https://www.gjel.com/archives/do-bicycle-accident-injury-reports-improve-safety-or-scare-potential-cyclists
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-por-accidente-de-colision-en-walnut-creek,1,https://www.gjel.com/archives/collision-accident-settlement-in-walnut-creek
español,1080,1080,https://www.gjel.com/es/archives/ocho-heridos-en-volcadura-de-suv-en-el-condado-de-fresno,1,https://www.gjel.com/archives/eight-injured-in-fresno-county-suv-rollover-crash
español,1080,1080,https://www.gjel.com/es/archives/lesiones-de-conductor-de-camion-volquete-en-choque,1,https://www.gjel.com/archives/dump-truck-driver-crash-injuries
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-atropello-y-fuga-en-atwater,1,https://www.gjel.com/archives/fata-hit-and-run-accident-in-atwater
español,1080,1080,https://www.gjel.com/es/archives/proponen-ley-de-caminar-distraido-para-frenar-el-aumento-de-accidentes-de-peatones,1,https://www.gjel.com/archives/distracted-walking-law-proposed-to-ease-uptick-in-pedestrian-accidents
español,1080,1080,https://www.gjel.com/es/archives/invasiones-en-oleoducto-de-combustible-de-alta-presion-a-lo-largo-del-sendero-iron-horse-generan-gran-preocupacion-de-seguridad,1,https://www.gjel.com/archives/encroachments-on-high-pressure-jet-fuel-pipeline-along-iron-horse-trail-create-major-safety-concern
español,1080,1080,https://www.gjel.com/es/archives/auto-de-conductor-anciano-sale-volando-en-choque-en-dublin,1,https://www.gjel.com/archives/elderly-drivers-car-goes-airborne-in-dublin-crash
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-bicicleta-en-el-condado-de-merced,1,https://www.gjel.com/archives/fata-bicycle-accident-in-merced-county
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-bicicleta-en-petaluma,1,https://www.gjel.com/archives/fatal-bicycle-accident-in-petaluma
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-por-dui-en-el-condado-de-fresno-un-muerto,1,https://www.gjel.com/archives/fatal-dui-crash-in-fresno-county-one-dead
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-en-canal-en-el-condado-de-sutter-resalta-preocupaciones-de-seguridad-en-carreteras-rurales,1,https://www.gjel.com/archives/fatal-canal-accident-in-sutter-county-highlights-rural-road-safety-concerns
español,1080,1080,https://www.gjel.com/es/archives/tragica-colision-frontal-en-gilroy-cobra-la-vida-de-conductor-anciano-de-san-mateo,1,https://www.gjel.com/archives/fatal-head-on-collision-in-gilroy-claims-life-of-elderly-san-mateo-driver
español,1080,1080,https://www.gjel.com/es/archives/colision-frontal-fatal-en-fairfield-cobra-la-vida-de-un-conductor-joven,1,https://www.gjel.com/archives/fatal-head-on-collision-in-fairfield-claims-life-of-young-driver
español,1080,1080,https://www.gjel.com/es/archives/accidente-mortal-de-bicicleta-preocupaciones-de-seguridad-para-ciclistas-en-elk-grove,1,https://www.gjel.com/archives/fatal-bicycle-accident-safety-concerns-for-cyclists-in-elk-grove
español,1080,1080,https://www.gjel.com/es/archives/colision-fatal-de-camion-en-la-carretera-20-cerca-de-williams-resalta-riesgos-en-carreteras-rurales,1,https://www.gjel.com/archives/fatal-big-rig-collision-on-highway-20-near-williams-highlights-rural-road-risks
español,1080,1080,https://www.gjel.com/es/archives/choque-en-cadena-fatal-en-fresno,1,https://www.gjel.com/archives/fatal-chain-reaction-crash-in-fresno
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-dui-cobra-la-vida-de-hombre-de-67-anos,1,https://www.gjel.com/archives/fatal-dui-crash-claims-life-of-67-year-old-man
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-motocicleta-cobra-la-vida-de-motociclista,1,https://www.gjel.com/archives/fatal-motorcycle-accident-claims-life-of-motorcyclist
español,1080,1080,https://www.gjel.com/es/archives/choque-frontal-fatal-en-monterey,1,https://www.gjel.com/archives/fatal-head-on-collision-in-monterey
español,1080,1080,https://www.gjel.com/es/archives/atropello-y-fuga-fatal-en-el-condado-de-san-bernardino,1,https://www.gjel.com/archives/fatal-hit-and-run-in-san-bernardino-county
español,1080,1080,https://www.gjel.com/es/archives/colision-frontal-fatal-en-la-carretera-132-cobra-una-vida-hiere-a-dos-en-el-condado-de-stanislaus,1,https://www.gjel.com/archives/fatal-head-on-collision-on-highway-132-claims-one-life-injures-two-in-stanislaus-county
español,1080,1080,https://www.gjel.com/es/archives/accidente-mortal-de-scooter-de-movilidad-cobra-una-vida,1,https://www.gjel.com/archives/fatal-mobility-scooter-accident-claims-life
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-motocicleta-carretera-99-sacramento,1,https://www.gjel.com/archives/fatal-motorcycle-accident-highway-99-sacramento
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-motocicleta-en-oakland-peligros-de-infracciones-de-transito,1,https://www.gjel.com/archives/fatal-motorcycle-accident-in-oakland-dangers-of-traffic-violations
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-motocicleta-en-sacramento,1,https://www.gjel.com/archives/fatal-motorcycle-accident-in-sacramento
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-motocicleta-derechos-legales,1,https://www.gjel.com/archives/fatal-motorcycle-accident-legal-rights
español,1080,1080,https://www.gjel.com/es/archives/accidente-mortal-de-motocicleta-en-el-puente-benicia-martinez,1,https://www.gjel.com/archives/fatal-motorcycle-accident-on-benicia-martinez-bridge
español,1080,1080,https://www.gjel.com/es/archives/accidente-peatonal-fatal-en-el-centro-de-fresno,1,https://www.gjel.com/archives/fatal-pedestrian-accident-central-fresno
español,1080,1080,https://www.gjel.com/es/archives/choque-fatal-de-camion-semirremolque-cobra-la-vida-de-conductor,1,https://www.gjel.com/archives/fatal-semi-truck-collision-claims-life-of-driver
español,1080,1080,https://www.gjel.com/es/archives/accidente-peatonal-fatal-en-san-jose,1,https://www.gjel.com/archives/fatal-pedestrian-accident-san-jose
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-peaton-cobra-una-vida,1,https://www.gjel.com/archives/fatal-pedestrian-accident-claims-life
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-motocicleta-y-camion-en-san-francisco,1,https://www.gjel.com/archives/fatal-motorcycle-and-truck-accident-in-san-francisco
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-peaton-berkeley,1,https://www.gjel.com/archives/fatal-pedestrian-accident-berkeley
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-autobus-muni-en-san-francisco-resalta-peligrosos-giros-a-la-izquierda,1,https://www.gjel.com/archives/fatal-san-francisco-muni-bus-accident-dangerous-left-turns
español,1080,1080,https://www.gjel.com/es/archives/volcadura-mortal-un-muerto-y-otros-heridos,1,https://www.gjel.com/archives/fatal-rollover-crash-one-dead-others-injured
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-siete-vehiculos-mata-a-transeunte,1,https://www.gjel.com/archives/fatal-seven-vehicle-crash-kills-bystander
español,1080,1080,https://www.gjel.com/es/archives/accidente-mortal-de-peaton-en-fairmont,1,https://www.gjel.com/archives/fatal-pedestrian-crash-accident-on-fairmont
español,1080,1080,https://www.gjel.com/es/archives/accidente-peatonal-mortal-preocupaciones-de-seguridad,1,https://www.gjel.com/archives/fatal-pedestrian-accident-safety-concerns
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-contra-poste-de-electricidad-en-el-condado-de-madera-entienda-sus-derechos-legales-tras-accidentes-de-un-solo-vehiculo,1,https://www.gjel.com/archives/fatal-power-pole-crash-in-madera-county-understanding-your-legal-rights-after-single-vehicle-accidents
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-un-solo-vehiculo-en-calistoga,1,https://www.gjel.com/archives/fatal-single-vehicle-accident-in-calistoga
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-peaton-preocupaciones-de-seguridad-vial-en-el-condado-de-alameda,1,https://www.gjel.com/archives/fatal-pedestrian-accident-highway-safety-concerns-in-alameda-county
español,1080,1080,https://www.gjel.com/es/archives/fatal-accidente-de-un-solo-vehiculo-en-el-condado-de-napa-resalta-los-peligros-de-conducir-bajo-los-efectos-y-a-alta-velocidad,1,https://www.gjel.com/archives/fatal-solo-vehicle-crash-in-napa-county-highlights-dangers-of-impaired-and-high-speed-driving
español,1080,1080,https://www.gjel.com/es/archives/accidente-fatal-de-un-solo-vehiculo-en-el-norte-de-sacramento,1,https://www.gjel.com/archives/fatal-solo-vehicle-crash-in-north-sacramento
español,1080,1080,https://www.gjel.com/es/archives/colision-mortal-de-trafico-bajo-investigacion-en-santa-clara,1,https://www.gjel.com/archives/fatal-traffic-collision-under-investigation-in-santa-clara
español,1080,1080,https://www.gjel.com/es/archives/choque-fatal-de-tres-vehiculos-entendiendo-las-consecuencias,1,https://www.gjel.com/archives/fatal-three-vehicle-crash-understanding-the-aftermath
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-volcadura-de-camion-de-propano-en-el-condado-de-fresno,1,https://www.gjel.com/archives/fresno-county-propane-truck-rollover-crash
español,1080,1080,https://www.gjel.com/es/archives/colision-frontal-en-el-condado-de-stanislaus,1,https://www.gjel.com/archives/head-on-collision-in-stanislaus-county
español,1080,1080,https://www.gjel.com/es/archives/accidente-laboral-mortal-en-sitio-de-construccion,1,https://www.gjel.com/archives/fatal-workplace-accident-at-construction-site
español,1080,1080,https://www.gjel.com/es/archives/accidente-mortal-de-dos-vehiculos-cobra-la-vida-de-pasajera,1,https://www.gjel.com/archives/fatal-two-vehicle-crash-claims-life-of-passenger
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-atv-en-fresno-adolescente-fallecido,1,https://www.gjel.com/archives/fresno-atv-accident-teen-fatality
español,1080,1080,https://www.gjel.com/es/archives/cinco-heridos-luego-de-que-auto-atropella-peatones-y-poste-en-stockton,1,https://www.gjel.com/archives/five-injured-after-car-strikes-pedestrians-and-pole-in-stockton
español,1080,1080,https://www.gjel.com/es/archives/buenas-noticias-para-abogados-en-redes-sociales,1,https://www.gjel.com/archives/good-news-for-lawyers-on-social-media
español,1080,1080,https://www.gjel.com/es/archives/las-muertes-de-peatones-relacionadas-con-audifonos-aumentan-un-300-por-ciento-desde-2004,1,https://www.gjel.com/archives/headphone-related-pedestrian-deaths-up-300-percent-since-2004
español,1080,1080,https://www.gjel.com/es/archives/las-gafas-de-google-podrian-ser-tanto-una-bendicion-como-una-maldicion-para-conductores-y-peatones,1,https://www.gjel.com/archives/google-glasses-could-be-both-a-blessing-and-a-curse-to-drivers-and-pedestrians-alike
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-multiples-vehiculos-en-la-carretera-99-lesiones,1,https://www.gjel.com/archives/highway-99-multi-vehicle-crash-injuries
español,1080,1080,https://www.gjel.com/es/archives/cuanto-tiempo-puedo-esperar-para-presentar-una-demanda,1,https://www.gjel.com/archives/how-soon-to-file-lawsuit
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-por-conmocion-cerebral-de-tecnico-de-hvac,1,https://www.gjel.com/archives/hvac-technician-concussion-settlement
español,1080,1080,https://www.gjel.com/es/archives/sospechoso-de-atropello-y-fuga-choca-contra-edificio,1,https://www.gjel.com/archives/hit-and-run-suspect-crashes-into-building
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-100k-por-circular-entre-carriles-en-el-condado-de-alameda,1,https://www.gjel.com/archives/lane-splitting-100k-settlement-in-alameda-county
español,1080,1080,https://www.gjel.com/es/archives/un-incidente-en-littleton-recuerda-a-los-ciclistas-que-siempre-deben-tener-precaucion,1,https://www.gjel.com/archives/incident-in-littleton-reminds-cyclists-to-always-exercise-caution
español,1080,1080,https://www.gjel.com/es/archives/lesiones-en-accidente-de-volcadura-en-fresno,1,https://www.gjel.com/archives/injuries-in-a-rollover-accident-in-fresno
español,1080,1080,https://www.gjel.com/es/archives/luisiana-considera-recortar-el-financiamiento-de-la-clinica-de-derecho-ambiental-de-la-universidad-de-tulane,1,https://www.gjel.com/archives/louisiana-considers-cutting-tulane-university-environmental-law-clinic-funding
español,1080,1080,https://www.gjel.com/es/archives/estudiantes-de-derecho-sin-empleo-intenta-demandar-a-tu-escuela,1,https://www.gjel.com/archives/law-students-no-job-try-suing-your-school
español,1080,1080,https://www.gjel.com/es/archives/lista-de-accidentes-fatales-de-peatones-en-san-francisco-2011,1,https://www.gjel.com/archives/list-of-fatal-san-francisco-pedestrian-accidents-2011
español,1080,1080,https://www.gjel.com/es/archives/choque-con-lesiones-graves-en-la-i-80-en-fairfield,1,https://www.gjel.com/archives/major-injury-crash-on-i-80-in-fairfield
español,1080,1080,https://www.gjel.com/es/archives/choque-con-lesiones-graves-en-rampa-de-acceso-de-la-us-101-en-salinas,1,https://www.gjel.com/archives/major-injury-crash-on-us-101-on-ramp-in-salinas
español,1080,1080,https://www.gjel.com/es/archives/hombre-lesionado-en-accidente-de-motocicleta,1,https://www.gjel.com/archives/man-injured-in-a-motorcycle-accident
español,1080,1080,https://www.gjel.com/es/archives/hombre-hospitalizado-despues-de-un-accidente-de-motocicleta,1,https://www.gjel.com/archives/man-hospitalized-after-a-motorcycle-accident
español,1080,1080,https://www.gjel.com/es/archives/ley-de-casco-obligatorio-anulada-ahora-que,1,https://www.gjel.com/archives/mandatory-helmet-law-gutted-now-what
español,1080,1080,https://www.gjel.com/es/archives/lesiones-menores-en-choque-por-giro-en-u-en-el-condado-de-yuba,1,https://www.gjel.com/archives/minor-injuries-u-turn-crash-in-yuba-county
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-de-300k-por-accidente-de-motocicleta,1,https://www.gjel.com/archives/motorcycle-accident-300k-settlement
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-motocicleta-en-napa-acuerdo-de-200k,1,https://www.gjel.com/archives/motorcycle-accident-in-napa-200k-settlement
español,1080,1080,https://www.gjel.com/es/archives/mas-taxis-en-san-francisco-significa-menos-autos-y-calles-mas-seguras,1,https://www.gjel.com/archives/more-taxis-in-san-francisco-equals-fewer-cars-safer-streets
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-por-accidente-de-motocicleta-en-el-condado-de-marin,1,https://www.gjel.com/archives/motorcycle-accident-settlement-in-marin-county
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-motocicleta-en-fresno,1,https://www.gjel.com/archives/motorcycle-accident-in-fresno
español,1080,1080,https://www.gjel.com/es/archives/choque-de-multiples-vehiculos-deja-varios-heridos,1,https://www.gjel.com/archives/multi-vehicle-crash-leaves-several-injured
español,1080,1080,https://www.gjel.com/es/archives/choque-de-multiples-vehiculos-causa-gran-interrupcion-de-trafico,1,https://www.gjel.com/archives/multi-vehicle-crash-causes-major-traffic-disruption
español,1080,1080,https://www.gjel.com/es/archives/colision-de-multiples-vehiculos-en-oakland,1,https://www.gjel.com/archives/multi-vehicle-collision-in-oakland
español,1080,1080,https://www.gjel.com/es/archives/motociclista-muerto-en-sospechoso-choque-fatal-por-dui,1,https://www.gjel.com/archives/motorcyclist-killed-in-suspected-fatal-dui-collision
español,1080,1080,https://www.gjel.com/es/archives/choque-de-multiples-vehiculos-en-san-francisco,1,https://www.gjel.com/archives/multi-vehicle-crash-in-san-francisco
español,1080,1080,https://www.gjel.com/es/archives/conductor-atropella-a-ciclista-y-amenaza-con-demandar-por-danos-al-vehiculo,1,https://www.gjel.com/archives/motorist-strikes-cyclist-threatens-to-sue-for-damage-to-vehicle
español,1080,1080,https://www.gjel.com/es/archives/colision-de-multiples-vehiculos-causa-grandes-retrasos,1,https://www.gjel.com/archives/multi-vehicle-collision-causes-extensive-delays
español,1080,1080,https://www.gjel.com/es/archives/choque-de-multiples-vehiculos-sacramento,1,https://www.gjel.com/archives/multi-vehicle-crash-sacramento
español,1080,1080,https://www.gjel.com/es/archives/multiples-lesionados-en-choque-en-modesto,1,https://www.gjel.com/archives/multiple-injuries-in-modesto-crash
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-trafico-de-multiples-vehiculos-hiere-a-personas,1,https://www.gjel.com/archives/multi-vehicle-traffic-accident-injures-people
español,1080,1080,https://www.gjel.com/es/archives/nuevo-aparato-de-conduccion-distraida-podria-facilitar-enviar-mensajes-de-texto,1,https://www.gjel.com/archives/new-distracted-driving-gizmo-could-make-it-easier-to-text
español,1080,1080,https://www.gjel.com/es/archives/choque-de-patrulla-de-policia-en-oakland,1,https://www.gjel.com/archives/oakland-police-car-crash
español,1080,1080,https://www.gjel.com/es/archives/accidente-en-zona-de-construccion-en-napa-deja-hombre-hospitalizado,1,https://www.gjel.com/archives/napa-construction-zone-accident-leaves-man-hospitalized
español,1080,1080,https://www.gjel.com/es/archives/accidente-de-peaton-cobra-una-vida-en-stockton,1,https://www.gjel.com/archives/pedestrian-accident-claims-life-in-stockton
español,1080,1080,https://www.gjel.com/es/archives/lesiones-por-accidente-de-peaton-en-sacramento,1,https://www.gjel.com/archives/pedestrian-accident-injuries-in-sacramento
español,1080,1080,https://www.gjel.com/es/archives/acuerdo-por-lesion-de-peaton-en-walnut-creek,1,https://www.gjel.com/archives/pedestrian-injury-settlement-in-walnut-creek
español,1080,1080,https://www.gjel.com/es/archives/peatones-mueren-en-tasas-desproporcionadas-en-los-barrios-mas-pobres-de-estados-unidos,1,https://www.gjel.com/archives/pedestrians-dying-at-disproportionate-rates-in-americas-poorer-neighborhoods
español,1080,1080,https://www.gjel.com/es/archives/demandante-por-lesiones-personales-ordenado-a-revelar-datos-de-facebook,1,https://www.gjel.com/archives/personal-injury-plaintiff-ordered-to-reveal-facebook-data
español,1080,1080,https://www.gjel.com/es/archives/organizacion-de-pediatria-cambia-consejos-sobre-asientos-de-auto-para-reducir-lesiones-y-muertes-por-accidentes,1,https://www.gjel.com/archives/pediatrics-organization-alters-car-seat-advice-to-reduce-accident-injuries-and-fatalities
español,1080,1080,https://www.gjel.com/es/archives/pge-evade-la-culpa-en-demandas-por-explosion-del-oleoducto-de-san-bruno,1,https://www.gjel.com/archives/pge-san-bruno-pipeline-explosion-lawsuits-blame
